12,13,17,22,35,40
1,4,11,28,37,39
8,15,20,21,31,34
2,12,13,27,39,40
25,27,33,37,38,43
15,20,24,37,38,39
14,22,28,34,41,42
3,5,18,21,26,36
8,19,21,29,38,40
1,6,17,28,40,42
3,7,22,23,24,32
7,8,16,28,36,37
5,9,13,23,25,40
7,13,22,24,38,42
3,18,20,25,34,40
6,15,26,33,39,41
13,31,33,36,41,43
11,15,16,24,38,39
4,7,17,31,38,43
1,11,13,16,21,37
6,8,12,18,32,38
1,8,14,27,29,37
9,14,21,31,33,43
2,9,22,31,33,35
3,6,11,25,36,43
3,11,24,25,28,32
20,25,29,36,38,42
2,6,7,16,17,41
1,6,19,25,33,39
5,7,15,18,36,37
4,5,6,28,29,39
7,15,21,27,28,32
17,21,29,34,41,42
2,16,23,38,40,43
7,8,9,19,22,38
25,31,33,35,37,42
19,29,36,37,41,42
6,18,29,33,35,40
5,12,15,16,28,40
7,23,27,30,34,36
5,19,23,26,31,42
2,4,9,19,33,36
3,9,29,30,39,42
14,15,26,28,33,37
4,7,15,18,35,40
18,19,23,25,27,32
14,21,23,24,28,36
4,5,17,20,29,30
1,8,21,22,30,42
10,14,21,23,24,40
3,9,21,25,42,43
3,5,7,8,22,27
2,8,24,29,30,31
4,8,9,14,16,41
1,11,24,29,33,34
2,5,22,23,29,33
4,10,22,24,36,38
4,10,14,19,24,40
5,13,18,23,30,39
3,12,14,29,30,33
3,4,5,6,18,20
5,17,19,21,38,41
6,10,22,23,31,36
1,2,13,25,33,41
3,11,22,31,33,35
6,7,18,30,34,37
7,16,18,25,26,27
5,9,11,18,34,37
10,13,18,24,34,37
2,11,18,26,32,36
2,18,20,24,26,29
7,10,12,20,40,43
5,10,19,23,29,37
9,23,27,30,33,41
1,5,16,20,24,31
3,7,9,10,12,30
6,13,16,20,27,41
3,8,12,14,17,40
1,6,19,29,33,35
1,9,26,28,31,38
5,9,14,32,39,41
10,22,26,27,29,37
2,14,15,25,26,42
2,12,13,21,23,43
1,16,18,26,27,35
10,11,17,25,34,38
6,11,21,33,39,42
1,2,4,14,27,43
8,9,11,27,36,38
10,24,30,36,37,41
18,29,30,38,39,43
12,13,17,28,37,43
9,20,26,28,30,42
1,3,6,23,28,35
24,25,31,32,34,40
19,23,29,33,36,40
2,10,15,25,35,37
11,19,26,28,29,36
2,19,21,24,35,42
3,4,5,13,34,42
1,15,16,20,21,25
19,20,36,40,41,43
10,22,27,28,31,32
11,12,27,28,38,43
4,8,19,22,32,37
3,4,20,29,35,38
2,5,28,33,35,36
17,18,20,23,33,43
4,12,25,29,34,36
3,4,22,26,29,35
6,13,15,22,35,41
3,7,12,13,35,38
11,26,27,31,36,37
2,6,9,26,32,36
3,14,27,28,32,36
7,10,14,27,28,32
2,6,13,21,24,30
11,13,15,20,35,42
4,6,22,30,33,36
4,14,20,28,29,34
23,25,26,30,34,35
15,18,19,21,37,40
1,2,13,19,35,41
5,10,15,17,29,41
20,21,23,28,32,34
3,18,31,36,37,40
4,19,28,29,34,40
1,30,36,37,41,43
14,20,29,31,41,42
8,12,25,28,32,42
6,20,23,24,33,35
15,17,23,29,35,43
6,9,15,19,24,40
1,5,12,16,17,40
9,11,18,21,27,34
7,12,13,35,37,42
10,11,13,16,24,26
2,4,8,26,27,37
6,17,26,28,33,34
5,16,17,28,36,40
1,4,6,9,20,43
17,31,34,35,36,38
1,2,16,21,25,35
13,21,24,26,34,36
1,17,19,23,36,42
1,5,10,13,35,40
16,18,25,27,31,36
3,7,18,27,33,34
4,7,19,22,26,28
6,18,23,24,30,35
5,8,9,17,22,36
8,17,20,35,36,40
9,15,24,29,31,40
12,14,18,24,30,42
1,14,20,36,38,41
7,12,30,31,39,43
7,11,21,24,29,34
6,8,13,16,20,23
10,13,27,31,40,42
2,4,11,22,24,35
1,2,14,21,22,33
7,13,14,21,39,42
5,21,23,28,38,39
2,17,22,29,30,43
2,3,18,26,31,33
1,20,28,29,31,43
10,13,16,29,34,42
12,18,26,28,41,43
2,5,8,11,20,26
5,12,18,23,34,39
6,10,12,19,21,42
7,21,31,36,40,43
3,7,28,29,32,36
2,3,16,20,23,29
8,15,27,33,37,39
5,16,21,22,33,35
2,13,22,25,35,37
5,10,12,17,21,35
7,10,17,26,35,42
7,12,20,23,27,29
5,31,37,39,41,42
2,15,25,27,38,42
7,12,14,15,24,30
4,19,22,24,32,38
9,14,29,38,41,43
11,19,22,34,40,42
1,6,11,26,33,40
1,4,7,12,16,28
2,5,10,22,25,38
10,11,16,19,37,39
8,13,18,32,37,43
10,24,25,39,40,42
6,11,15,21,25,32
3,15,27,28,31,39
1,3,18,25,30,34
20,28,31,35,37,41
1,14,27,30,33,37
11,12,14,17,21,26
3,7,15,17,19,30
5,7,21,22,38,41
9,12,14,16,19,42
2,13,26,28,38,43
8,16,22,40,41,42
5,6,13,21,33,34
1,9,18,24,35,42
4,28,29,30,38,42
2,7,24,37,39,41
6,18,21,31,37,40
8,28,30,32,37,38
3,4,12,15,32,42
2,10,13,14,29,33
6,17,23,27,33,35
6,10,25,30,34,36
15,24,29,32,33,35
8,18,24,36,40,42
