1,6,23,33,35,36
5,20,23,24,29,35
6,19,20,23,29,36
10,22,23,24,33,35
6,11,23,24,29,33
10,23,24,26,29,36
5,6,22,29,33,36
10,19,20,22,24,29
1,20,26,29,35,36
6,10,20,23,24,43
2,22,23,29,35,36
6,11,24,26,35,36
10,11,20,29,36,43
5,10,19,29,35,36
2,5,23,24,33,36
1,2,24,33,35,43
5,6,20,35,36,43
6,20,22,23,35,42
1,2,19,29,33,36
5,6,20,23,33,40
5,6,19,24,33,35
18,19,20,23,33,35
11,20,23,24,30,36
1,10,11,24,29,35
8,20,22,23,29,33
10,11,20,24,26,33
1,20,23,24,32,33
1,6,19,20,35,40
3,19,23,24,35,36
6,18,19,26,33,36
5,10,20,23,36,37
11,19,24,28,29,36
5,17,22,24,35,36
5,6,10,18,23,35
1,6,28,29,36,43
10,11,19,23,33,36
2,19,20,29,35,43
6,22,23,24,27,36
2,19,23,24,29,42
1,11,24,33,36,37
5,18,23,28,29,36
2,13,23,24,26,35
11,20,22,33,35,36
5,19,20,29,33,42
11,26,27,29,33,36
1,20,24,29,30,43
6,10,22,23,29,40
4,5,24,29,36,43
5,10,19,23,24,40
1,6,20,33,42,43
5,10,23,29,30,33
5,13,26,33,35,36
6,18,19,22,29,35
5,10,11,24,36,41
10,11,20,23,35,40
10,11,22,29,33,42
1,2,20,23,36,43
6,10,19,22,36,37
4,22,23,24,29,38
5,6,23,26,30,36
6,22,26,27,33,35
5,6,11,29,35,40
1,10,22,35,36,40
6,10,11,33,35,43
6,11,18,23,36,37
19,22,24,32,33,36
5,19,20,24,26,36
6,23,26,28,29,35
6,10,19,29,42,43
6,18,22,23,30,33
18,20,23,26,29,30
10,13,23,35,36,43
1,10,20,23,28,29
11,15,19,20,24,35
5,6,10,20,26,29
7,22,23,26,33,36
1,10,26,32,33,36
6,7,22,24,33,43
20,23,26,27,28,36
1,15,23,24,35,40
1,22,29,32,33,35
1,24,26,28,29,33
2,3,26,29,36,43
2,22,24,28,29,43
6,19,24,26,29,30
1,3,23,29,30,36
2,20,22,23,24,31
5,6,17,19,36,40
1,10,19,20,36,42
14,23,24,26,27,33
4,5,22,29,35,42
5,23,31,35,36,40
4,19,20,33,36,43
2,6,19,20,22,33
5,10,24,32,33,43
2,23,26,29,32,33
4,19,22,29,30,36
10,18,19,23,29,37
10,11,26,28,36,37
10,11,13,23,24,42
1,5,6,24,32,36
6,10,26,27,36,43
4,20,23,29,42,43
3,18,23,24,29,43
1,2,6,26,33,40
1,2,18,20,22,35
