1,6,20,23,33,35
19,23,29,33,35,36
20,22,23,24,29,35
5,6,20,23,29,36
5,10,23,24,29,33
6,11,23,24,33,36
5,6,22,29,33,35
1,2,22,24,33,35
1,20,29,33,36,43
2,20,23,26,29,33
10,19,22,24,29,36
11,20,24,26,29,36
6,26,33,35,36,43
6,19,20,29,35,43
10,20,23,24,36,43
1,5,10,20,29,35
6,10,22,23,35,36
5,24,29,35,36,43
6,19,20,22,33,36
2,23,24,26,35,36
5,6,18,23,24,35
1,6,19,24,29,33
10,20,22,26,33,35
1,5,6,10,33,36
10,19,20,23,29,42
1,6,11,29,35,36
6,23,29,30,33,43
1,19,20,24,35,36
5,6,10,20,22,24
5,26,28,29,33,36
2,10,23,29,35,43
11,20,24,33,35,43
1,23,24,29,30,36
6,10,11,26,29,33
10,19,23,24,35,40
1,6,10,24,26,35
2,11,22,29,33,36
2,11,19,24,29,35
1,14,26,29,33,35
11,20,23,35,36,37
10,11,22,24,35,42
10,23,26,27,33,36
1,2,6,20,22,29
2,20,22,35,36,43
1,6,20,26,28,36
2,6,19,20,23,24
5,19,20,24,29,40
6,23,26,28,29,35
2,5,13,23,33,35
2,6,11,20,26,35
6,19,26,29,36,40
10,11,23,29,36,40
6,10,19,23,33,37
10,20,26,28,29,43
2,6,10,22,33,43
5,10,11,24,36,37
2,19,24,33,36,43
1,10,11,33,35,37
6,10,18,20,23,26
5,17,23,29,35,40
6,13,19,22,24,35
1,4,20,23,28,29
4,11,19,20,29,33
1,10,22,29,33,42
5,7,22,24,33,36
2,5,6,24,26,33
6,11,20,31,36,43
14,22,24,29,33,43
10,11,24,29,38,43
6,11,19,33,35,40
1,2,10,26,29,36
1,24,26,33,36,37
5,18,20,26,35,36
6,22,29,36,38,43
5,18,23,33,36,37
19,22,29,35,40,42
6,18,19,23,30,36
10,19,29,33,40,43
5,11,17,33,35,36
1,6,10,13,23,29
20,23,29,38,41,43
1,2,6,13,35,43
2,10,13,22,23,24
17,22,26,29,35,36
18,22,23,27,33,35
5,23,24,28,32,36
1,6,11,20,24,32
3,23,28,29,36,43
5,6,13,20,33,43
2,5,6,19,35,36
1,2,10,19,20,33
19,20,23,31,36,40
19,22,23,24,33,42
5,20,23,31,35,43
4,6,19,22,23,29
18,19,24,26,33,35
1,2,23,28,33,36
2,5,22,24,29,42
19,23,24,29,32,43
10,11,20,23,31,33
5,10,19,20,28,36
1,6,10,16,20,43
4,5,20,22,23,33
5,6,10,17,29,43
5,6,10,11,13,35
5,6,23,27,32,33
6,20,23,28,32,43
1,13,23,24,35,42
5,19,20,33,35,37
10,11,20,22,29,37
6,11,22,24,29,30
10,19,26,35,36,37
5,19,29,36,41,42
19,23,24,27,36,37
2,5,10,22,35,40
1,5,16,20,23,24
2,13,24,26,29,43
11,23,26,32,33,35
2,4,5,20,29,43
1,18,23,29,35,37
11,14,23,24,29,42
1,6,24,36,41,43
6,10,13,19,36,43
1,19,28,29,36,37
18,23,26,29,36,38
6,11,18,26,36,37
6,22,24,26,27,36
1,2,5,16,29,33
5,20,22,28,29,32
1,5,23,35,36,41
1,10,13,24,33,43
1,10,28,35,36,43
17,23,31,33,36,43
1,14,23,24,27,33
11,18,20,23,24,30
5,10,13,20,23,40
6,8,22,23,26,33
10,11,13,19,20,24
7,22,23,29,33,38
1,6,18,26,27,33
3,18,19,20,23,35
2,10,11,24,26,32
11,17,19,29,36,43
10,11,19,33,36,42
1,10,20,22,36,40
1,3,23,29,32,33
5,17,20,36,41,43
1,18,20,23,27,36
4,5,10,22,29,38
4,22,23,24,36,38
2,6,23,36,40,43
19,20,23,27,33,43
6,20,24,26,38,43
1,20,22,28,35,37
1,2,20,24,28,43
1,6,23,31,36,37
6,19,23,32,35,42
5,10,18,33,35,43
11,20,23,27,29,32
3,11,23,29,30,35
1,6,18,22,35,40
19,22,31,33,35,43
1,6,22,28,32,33
7,20,22,23,28,36
5,13,20,22,35,42
13,18,23,35,36,43
7,11,15,23,24,35
11,26,31,33,36,40
2,3,5,26,29,35
2,5,10,17,23,36
5,17,22,24,32,35
11,23,28,29,33,37
1,2,6,11,31,33
1,14,19,20,29,41
20,23,26,32,36,41
8,22,23,27,29,36
4,22,28,29,35,43
19,24,26,28,29,42
7,22,24,35,38,43
6,22,23,24,32,40
3,22,23,30,33,36
20,22,29,31,42,43
4,19,20,22,35,38
2,7,20,22,24,26
6,20,22,23,30,42
3,5,18,22,29,36
7,24,26,28,36,43
5,10,31,36,40,43
19,22,26,27,29,33
1,5,28,31,33,35
1,5,14,24,28,29
5,10,18,26,29,40
5,6,17,22,36,40
5,10,23,27,35,37
1,11,16,20,26,33
11,22,24,32,36,43
6,11,17,23,35,43
11,27,33,36,37,43
14,23,33,35,42,43
5,10,13,22,33,37
13,20,23,26,27,35
1,17,20,35,40,43
14,20,23,24,26,28
14,26,29,36,41,43
1,3,4,19,29,35
15,23,24,26,29,40
1,2,11,13,24,36
5,6,18,28,36,43
11,22,24,26,33,38
2,6,11,18,23,29
2,5,10,19,29,37
10,18,22,23,29,30
5,8,22,35,36,37
7,11,19,24,30,36
3,6,7,23,26,36
11,13,24,26,35,40
10,23,24,26,30,42
1,10,20,23,37,41
3,11,26,28,35,36
1,10,18,23,24,32
4,19,20,26,36,43
5,10,22,26,36,41
5,19,27,33,36,40
1,22,27,31,33,36
6,11,13,16,20,23
1,6,19,20,40,42
8,10,20,22,23,32
1,29,35,41,42,43
3,7,19,22,35,36
1,5,15,24,35,40
1,6,15,19,35,37
1,5,6,18,20,37
3,10,19,23,32,36
1,5,6,16,17,35
1,10,13,16,22,35
20,22,28,33,38,43
18,22,26,32,33,36
1,19,27,32,33,35
1,6,14,33,37,43
7,19,20,22,29,30
3,4,20,22,26,29
5,10,19,24,32,42
5,14,17,19,29,33
4,26,29,33,38,43
18,23,24,33,38,43
5,11,16,20,29,41
5,11,29,30,36,38
1,8,22,29,35,38
5,11,18,24,29,32
5,10,11,28,29,42
1,6,7,23,24,28
10,18,22,24,26,37
5,6,7,10,23,30
5,17,19,24,26,36
20,26,31,33,37,43
5,29,32,33,41,43
1,11,20,31,35,42
1,5,17,29,32,36
5,13,19,28,29,35
2,5,10,24,41,43
19,20,26,28,32,33
1,2,5,20,31,36
1,3,20,26,32,35
1,14,20,22,24,42
15,19,35,36,40,43
6,11,19,28,32,36
1,3,11,18,24,35
6,13,23,24,37,43
3,4,11,22,33,35
1,10,16,23,33,40
18,19,20,26,29,37
10,13,20,22,41,43
1,4,22,24,29,32
5,10,13,24,26,28
10,17,22,24,40,43
1,11,14,33,36,41
4,11,20,22,24,28
1,6,28,29,31,43
1,24,31,35,37,43
1,7,10,22,24,30
6,8,10,19,22,40
11,18,26,29,35,43
4,10,19,22,32,33
10,14,22,23,28,33
11,13,20,29,40,43
7,10,22,36,37,43
1,5,14,20,32,33
8,22,33,36,41,43
1,16,33,35,38,43
6,7,11,22,33,37
5,17,20,26,29,42
1,5,6,29,30,40
16,23,24,30,35,43
4,15,22,24,26,35
8,10,11,23,24,27
8,10,11,26,36,43
8,19,26,33,36,38
5,26,33,35,40,42
13,23,24,26,31,33
2,11,19,20,36,41
5,11,20,32,36,40
8,11,20,22,36,38
10,23,26,29,32,37
1,16,26,35,36,40
17,19,24,35,42,43
10,13,26,35,42,43
1,3,7,20,22,33
1,3,18,19,33,36
11,19,24,32,33,37
18,19,20,22,24,32
1,11,16,24,29,40
3,10,22,29,32,43
11,18,22,31,35,36
1,22,32,35,36,42
5,6,13,16,26,36
6,8,11,22,32,35
6,22,26,31,35,42
1,10,14,19,35,42
1,10,15,17,23,35
6,13,19,26,33,42
1,20,26,29,31,40
5,7,24,26,29,30
5,6,11,18,30,33
11,15,20,22,35,40
2,5,10,20,26,39
1,6,7,19,27,36
2,5,11,20,28,33
5,14,33,36,38,43
1,4,10,26,28,33
4,6,8,20,22,43
3,5,6,19,29,32
4,10,19,26,29,30
1,10,29,30,37,43
1,3,22,24,28,36
2,6,11,24,42,43
5,16,20,22,36,39
5,7,18,20,24,43
1,10,11,14,20,28
5,10,20,32,38,43
11,13,22,29,35,41
5,6,11,36,39,41
1,6,8,22,30,36
5,6,32,35,40,43
6,19,24,31,40,43
6,10,23,27,31,43
1,10,11,19,29,32
5,20,26,27,33,41
1,11,17,20,29,30
15,20,26,35,41,43
19,20,24,37,41,43
6,22,35,37,41,43
1,11,24,28,33,42
6,11,19,20,30,37
2,10,11,17,20,43
1,8,10,23,36,38
10,17,18,19,22,35
1,10,16,19,24,37
3,5,11,29,33,40
4,5,6,19,28,33
1,15,18,20,24,26
10,11,20,26,40,42
4,5,11,29,35,37
15,19,26,29,32,35
1,3,7,24,29,43
1,6,16,22,24,38
1,6,10,22,27,37
6,11,15,19,24,26
11,14,20,22,27,33
6,11,32,33,38,43
20,22,26,30,36,37
16,19,20,26,35,42
5,11,20,24,39,42
1,7,14,22,29,36
10,11,22,27,28,36
5,11,24,28,35,38
5,6,7,11,24,40
1,11,27,29,33,38
5,11,13,14,24,33
5,10,17,26,32,33
11,17,19,20,32,35
15,20,22,24,30,43
6,11,19,29,38,42
4,11,35,36,38,43
6,11,13,22,36,42
1,5,6,13,24,39
6,10,11,23,41,42
1,5,17,18,24,33
7,10,23,32,33,43
8,11,19,27,35,36
10,11,16,18,23,35
3,4,10,23,26,35
2,6,10,19,26,28
6,10,13,22,26,32
8,11,29,31,33,43
1,7,11,15,20,36
5,8,20,24,26,32
5,6,16,19,20,31
4,5,6,20,26,40
10,19,20,22,27,31
1,5,24,27,36,38
8,10,15,22,35,43
10,18,19,24,30,43
10,11,18,22,33,40
3,4,6,11,29,43
6,7,18,22,26,29
5,6,26,35,37,39
3,6,18,22,24,43
1,10,11,15,24,39
7,10,19,24,26,27
1,6,16,26,29,32
1,6,10,11,17,40
5,6,10,18,19,27
6,17,18,19,33,43
3,5,7,11,20,35
8,22,24,26,29,41
1,17,24,26,29,38
1,10,11,18,30,36
3,5,19,24,30,35
5,14,24,26,35,41
10,11,26,27,31,35
5,10,15,19,35,39
6,10,11,28,37,43
6,11,18,20,22,41
5,6,14,26,27,29
6,16,17,23,24,26
6,8,19,20,26,27
4,6,17,19,26,35
1,4,10,19,31,36
10,15,24,26,31,43
5,24,33,39,40,43
5,7,10,11,27,33
10,14,19,26,31,33
5,6,11,17,20,27
3,7,10,19,20,43
6,26,29,39,42,43
3,24,26,27,33,43
1,10,13,17,20,26
10,14,16,22,26,29
3,10,11,35,40,43
5,6,14,24,30,43
6,10,26,30,40,43
5,10,16,19,33,41
6,15,16,20,22,26
4,5,10,11,20,30
10,19,32,35,41,43
4,10,11,19,28,35
5,15,19,24,31,33
5,6,8,19,24,37
4,6,10,11,22,31
19,20,24,26,30,39
1,6,10,19,30,38
10,26,33,39,41,43
10,19,20,26,38,41
5,8,10,16,26,35
5,6,10,26,38,42
10,11,14,16,33,43
1,20,23,29,33,35
6,20,22,23,33,35
1,6,23,33,35,36
6,19,23,29,33,35
5,23,29,33,35,36
19,20,23,29,33,36
5,6,20,23,29,33
19,20,23,24,29,35
6,20,23,29,35,43
5,20,23,24,29,36
6,23,26,29,33,36
1,6,20,23,24,35
1,6,22,29,33,35
10,22,23,29,33,35
11,23,24,29,33,35
5,10,20,23,29,35
6,20,23,33,36,43
5,6,23,24,33,35
1,6,20,23,29,36
1,6,20,26,33,35
10,19,23,24,29,36
20,22,23,24,29,33
20,22,23,29,35,36
5,6,20,23,35,36
2,22,23,24,33,35
1,6,23,24,29,33
6,22,23,24,29,35
19,20,22,29,33,35
20,23,26,33,35,36
19,23,24,33,35,36
6,22,23,24,33,36
10,20,23,24,29,43
10,20,22,23,24,35
1,23,24,29,35,36
2,23,26,29,33,35
1,6,10,20,23,33
1,6,20,29,33,43
5,22,24,29,33,35
6,11,23,24,35,36
5,6,10,23,33,36
20,23,24,33,35,43
1,20,22,24,33,35
1,10,23,24,33,35
6,11,20,23,24,29
